scope,addr,key,name,kind,comment,evidence,basis
bank0,0x9A90,param_1,dptr_from_bd20,artifact,"The same shape: the store at 0x9A9A is `movx @DPTR,A` with no DPTR load anywhere in this listing, and the `lcall 0xBD20` at 0x9A95 leaves the address. What 0xBD20 does to choose it is not decoded here.",ec/decompiled/bank0/9A90.asm,hand-decoded
bank0,0x9C1D,param_1,entry_dptr,artifact,"`clr A` then two `movx @DPTR,A` with an `inc DPTR` between them, and no DPTR load in the listing, so the two bytes cleared are at the caller's DPTR and DPTR+1. The decompiler renders that as `*param_1` and `param_1[1]`; no address is passed in.",ec/decompiled/bank0/9C1D.asm,hand-decoded
bank0,0xA725,param_1,value_a,param,"The `movx @DPTR,A` at 0xA728 writes the accumulator this entry was reached with; `mov DPTR,#0x857` before it loads only the address, and the block above ends in the `ret` at 0xA723, so nothing on the way in sets A. bank-call-targets.csv records an `ljmp` at 0xA521 reaching this address, so on that path the caller left the value in A; what the caller put there is not decoded here. This listing loads the destination, stores A and returns, and never loads or modifies A itself.",ec/decompiled/bank0/A725.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xB5CC,param_1,a0_from_b5c7,artifact,"The `movx @DPTR,A` at 0xB5CF writes zero on the path that falls in here: `clr A` at 0xB5C7 clears the accumulator and the store at 0xB5CB leaves it cleared, and the decompiler promoted that value to a parameter slot. This listing is a fragment of the same straight-line block as 0xB5B2 rather than a separate entry point, and it has no return of its own -- the `ret` at 0xB5D2 is the next entry. bank-call-targets.csv records an `ljmp` at 0xB553 into 0xB5CC, on which path A is the jumper's and the zero is not a property of that path.",ec/decompiled/bank0/B5CC.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xB730,param_1,a0_from_b72b,artifact,"The `movx @DPTR,A` at 0xB733 writes zero on the path that falls in here: `clr A` at 0xB72B in the block above clears the accumulator and the store at 0xB72F leaves it cleared, which the decompiler promoted to a parameter slot. The same six bytes are also the tail of 0xB716, so this listing is a fragment of that straight-line block rather than a routine of its own, and the `ret` at 0xB736 belongs to the next entry. bank-call-targets.csv records an `ljmp` at 0xB6A5 into 0xB730, on which path A is the jumper's and is not decoded here.",ec/decompiled/bank0/B730.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xB939,param_1,value_a,param,"One instruction, and it writes the accumulator this entry was reached with: nothing in the listing sets A or DPTR, and the instruction before it on the fall-through path, `mov DPTR,#0x8c1` at 0xB936, touches no A. bank-call-targets.csv records nine `lcall` sites reaching 0xB939, so on those paths the caller supplied both the value in A and the address in DPTR; what the callers put there is not decoded here. The fall-through path sets A from a code byte at 0xB935 instead, so a value arriving that way is a table entry rather than a caller's, and one placeholder covers both.",ec/decompiled/bank0/B939.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xB93D,param_1,entry_dptr,artifact,"The C's `*(param_1 + 1)` does not match the listing: `movx A,@DPTR`, `mov R6,A`, `inc DPTR`, `movx A,@DPTR`, then `mov DPL,A` and `mov DPH,R6` load DPTR from two consecutive XDATA bytes. DPTR is the address the caller left, and what the decompiler folded into that expression is not decoded here.",ec/decompiled/bank0/B93D.asm,hand-decoded
bank0,0xB947,param_1,value_a,param,"The `movx @DPTR,A` at 0xB947 writes the accumulator this entry was reached with; the store is the listing's first instruction and the block above ends in the `ret` at 0xB946, so nothing falls in here already set. bank-call-targets.csv records `lcall`s at 0xAE90 and 0xAEDF reaching this address, so on those paths the caller left the value in A and the address in DPTR; what the callers put there is not decoded here. The reads that fill R7 and R3, and the constant 0x46 loaded at 0xB953, are this listing's own work and are not the value this row names.",ec/decompiled/bank0/B947.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xB958,param_1,value_a,param,"The first store, `movx @DPTR,A` at 0xB958, writes the accumulator the caller arrived with, and it is the only use of A before the three constant stores that follow. Arriving in A is as far as this is decoded: Ghidra has no Keil C51 calling-convention model, so a prototype here would be a guess sitting where a fact reads.",ec/decompiled/bank0/B958.asm,hand-decoded
bank0,0xB958,param_2,entry_dptr,artifact,"The four stores are relative to a base this listing never loads: `movx @DPTR,A` then three `inc DPTR` and constant stores, leaving DPTR three past where it started. The decompiler renders the base as a pointer parameter; it is the caller's DPTR and no address is passed in.",ec/decompiled/bank0/B958.asm,hand-decoded
bank0,0xB983,param_1,value_a,param,"The single `movx @DPTR,A` at 0xB983 writes the accumulator this entry was reached with: nothing in the listing sets A or DPTR, and the block above ends in the `ret` at 0xB982, so nothing on the fall-through side supplies it either. bank-call-targets.csv records `lcall`s at 0x965C and 0x98B3 reaching this address, so on those paths the caller left the value in A and the address in DPTR; what the callers put there is not decoded here. The decompiled C's return value is not in this one-instruction listing.",ec/decompiled/bank0/B983.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xB989,param_1,entry_dptr,artifact,"`inc DPTR`, `movx A,@DPTR`, `mov DPL,A`, `mov DPH,R6`, `ret`. The C's `*(param_1 + 1)` does not match: nothing here dereferences a pointer, and R6 was loaded by the entry at 0xB987.",ec/decompiled/bank0/B989.asm,hand-decoded
bank0,0xB990,param_1,entry_dptr,artifact,"Two instructions, `movx A,@DPTR` and `mov DPTR,#0x792`, and the first never loads DPTR, so the byte read is at the address the caller left. The C's `uEXTMEM0792 = *param_1` and its return value are not in these two instructions.",ec/decompiled/bank0/B990.asm,hand-decoded
bank0,0xB994,param_1,value_a,param,"The single `movx @DPTR,A` at 0xB994 writes the accumulator this entry was reached with, and on the four `lcall` paths bank-call-targets.csv records that is the caller's; what the callers put there is not decoded here. The fall-through path carries a different value, and it is two instructions long, not one: past the `ret` at 0xB98F, 0xB990 reads a byte with `movx A,@DPTR` and only 0xB991 then loads DPTR with 0x0792, so the store writes that read byte to 0x0792. The address 0xB990 reads is not loaded there -- 0xB989's block increments DPTR and then rebuilds it from a byte it reads -- so that address is not established here. The decompiled C's return value is not in this instruction.",ec/decompiled/bank0/B994.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xB9EE,param_1,value_a,param,"The `movx @DPTR,A` at 0xB9EE writes the accumulator this entry was reached with, and on the `lcall` path bank-call-targets.csv records at 0x82EE that is the caller's, together with the address in DPTR; what the callers put there is not decoded here. The fall-through path carries a different value, and it is two instructions long, not one: with no return or jump in between, 0xB9EA reads a byte with `movx A,@DPTR` from the 0x1919 that 0xB9E7 loaded, and only 0xB9EB then loads DPTR with 0x0A56, so the store writes that byte to 0x0A56. Because the listing reads the byte straight back at 0xB9EF, this row's value is also the low byte of the R7:R6 pair the routine returns, and no carry or error flag is produced.",ec/decompiled/bank0/B9EE.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBA16,param_1,a0_from_ba15,artifact,"The `movx @DPTR,A` at 0xBA19 writes zero on the path that falls in here: `clr A` at 0xBA15 clears the accumulator, `mov DPTR,#0x8cc` at 0xBA16 loads only the address, and the decompiler promoted that cleared value to a parameter slot. This listing is a fragment of the same straight-line block rather than a routine of its own -- it has no return, and the store it ends on continues into the next entry at 0xBA1C. bank-call-targets.csv records `lcall`s at 0x9B30 and 0x9C40 into 0xBA16, on which paths A is the caller's and is not decoded here; the C's two further stores belong to that next entry.",ec/decompiled/bank0/BA16.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBA1C,param_1,a0_from_ba15,artifact,"The `movx @DPTR,A` at 0xBA1F writes zero on the path that falls in here: the accumulator is cleared at 0xBA15 and the two stores in 0xBA16's listing carry that cleared value through, so the decompiler promoted it to a parameter slot. Unlike its predecessor this listing does return, at 0xBA22, and bank-call-targets.csv records `lcall`s at 0x9B24 and 0x9BB1 into 0xBA1C, on which paths A is the caller's instead. So the zero is what the fall-through path carries, not a value both call sites are shown to share, and what those callers put in A is not decoded here.",ec/decompiled/bank0/BA1C.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBA3D,param_1,value_a,param,"The single `movx @DPTR,A` at 0xBA3D writes the accumulator this entry was reached with; the block above ends in the `ret` at 0xBA3C, so nothing falls in here already set, and nothing in the listing loads DPTR either. bank-call-targets.csv records eight `lcall` sites reaching 0xBA3D, so on those paths the caller left the value in A and the address in DPTR; what the callers put there is not decoded here. The clearing of bit 0 of 0x1901 that the decompiled C reports is the next entry's work, not this instruction.",ec/decompiled/bank0/BA3D.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBAFD,param_1,value_a,param,"The `movx @DPTR,A` at 0xBAFD writes the accumulator this entry was reached with: nothing before it in this listing touches A, and the block above ends in the `ret` at 0xBAFC, so nothing falls in here already set. bank-call-targets.csv records `lcall`s at 0x828D and 0x82BA reaching this address, so on those paths the caller left the value in A and the address in DPTR; what the callers put there is not decoded here. The `orl A,#0x2` and `orl A,#0x1` that follow write 0x1900, a different value, and the second is never written back inside this listing.",ec/decompiled/bank0/BAFD.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBB08,param_1,a_from_x1900_or_1,artifact,"The `movx @DPTR,A` at 0xBB08 writes the accumulator the instruction immediately before it produced: `orl A,#0x1` at 0xBB06, reading back the byte at 0x1900 that this block had just set bit 1 of. On the fall-through path the value stored is that byte with bit 0 set, which the decompiler promoted to a parameter slot. This listing is a complete routine rather than a mid-block fragment -- it returns at 0xBB10 -- and bank-call-targets.csv records `lcall`s at 0x821F and 0x826E into 0xBB08, on which paths the value is the caller's instead; what the callers put in A is not decoded here. The bit 0 it then sets on 0x1901 is a separate write, not this store's value.",ec/decompiled/bank0/BB08.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBB24,param_1,value_a,param,"The `movx @DPTR,A` at 0xBB27 writes the accumulator this entry was reached with, and no instruction in this listing sets A first. bank-call-targets.csv records an `lcall` at 0x8885 into this address, and 8749.asm shows that call as a real instruction two bytes after `mov A,#0x3c`, so a caller reaches the address directly. The run back to the `ret` at 0xBB21 is the one-instruction entry at 0xBB22 (`mov A,#0xc8`), which has no ret of its own and falls in, so the byte stored on that path is 0xc8. The destination is the 0x1804 this listing loads, and what reads it is not decoded here.",ec/decompiled/bank0/BB24.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBB4A,param_1,value_a,param,"The `movx @DPTR,A` at 0xBB4A writes the accumulator the caller arrived with; the function then loads A with 0x0A for the next store. Arriving in A is as far as this is decoded.",ec/decompiled/bank0/BB4A.asm,hand-decoded
bank0,0xBB4A,param_2,entry_dptr,artifact,"One reading of the `movx @DPTR,A` store at 0xBB4A: this listing never loads DPTR, so the address written is the caller's. Where DPTR came from is not established here.",ec/decompiled/bank0/BB4A.asm,hand-decoded
bank0,0xBB4D,param_1,value_a,param,"The `movx @DPTR,A` at 0xBB50 writes the accumulator this entry was reached with, and no instruction in this listing sets A first. The run back to the `ret` at 0xBB46 is `mov DPTR,#0x8b8` at 0xBB47, the store at 0xBB4A and `mov A,#0xa` at 0xBB4B, so a fall-through arrives with A = 0x0a. bank-call-targets.csv records an `lcall` at 0x92D9, and the image confirms it as a real instruction with `mov A,#0x05` at 0x92D7 immediately before, in an arm of 0x9277's block that no exported listing covers. Two paths carrying different values reach this store; the destination 0x08B9 is loaded here, and which path a caller intends is not established.",ec/decompiled/bank0/BB4D.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBB80,param_1,value_a,param,"The single `movx @DPTR,A` at 0xBB80 writes the accumulator the caller arrived with. Arriving in A is as far as this is decoded.",ec/decompiled/bank0/BB80.asm,hand-decoded
bank0,0xBB80,param_2,entry_dptr,artifact,"The decompiler's rendering of the `movx @DPTR,A` store: this listing never loads DPTR, so the address is the caller's and is not established here.",ec/decompiled/bank0/BB80.asm,hand-decoded
bank0,0xBB99,param_1,value_a,param,"One instruction: the `movx @DPTR,A` at 0xBB99 writes the accumulator this entry was reached with. bank-call-targets.csv records `lcall`s at 0x8286 and 0x82AD into this address, both real instructions in 8274.asm and 8294.asm, and the preceding entry 0xBB90 ends in `ret` at 0xBB98, so no fall-through path arrives with A already set. The destination is the caller's DPTR, which this listing never loads. What the caller passes in A, and what reads the byte, are not decoded here.",ec/decompiled/bank0/BB99.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBC06,param_1,value_a,param,"The `movx @DPTR,A` at 0xBC07 writes the accumulator this entry was reached with, and the `inc DPTR` at 0xBC06 ahead of it feeds the store rather than the value. bank-call-targets.csv records an `lcall` at 0xAEC8 into this address, and AEC0.asm shows it as a real instruction with `mov A,#0x3` at 0xAEC6. The run back to the `ret` at 0xBBFD is `mov DPTR,#0xa48` at 0xBBFE, `mov A,#0x40` at 0xBC01, the store at 0xBC03 and `mov A,#0x1` at 0xBC04, so a fall-through arrives with A = 0x01, the 0x40 overwritten. The C's `param_2 + 1` is a reading of that `inc DPTR`; the two addresses written are 0x0A49 and 0x0A4B.",ec/decompiled/bank0/BC06.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBC3F,param_1,value_a,param,"The `movx @DPTR,A` at 0xBC3F writes the accumulator this entry was reached with, and it is the first use of A in the listing. bank-call-targets.csv records `lcall`s at 0x87D8 and 0xAD51 into this address, both real instructions in the export, and the preceding entry 0xBC37 ends in `ret` at 0xBC3E, so no fall-through path arrives with A set. The destination is the caller's DPTR, which this listing never loads; the read-modify-write pairs that follow clear bit 7 of 0x0824 and bit 2 of 0x0768. What either cleared bit means is not decoded here.",ec/decompiled/bank0/BC3F.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBC7E,param_1,value_a,param,"The `movx @DPTR,A` at 0xBC7E writes the accumulator this entry was reached with, and nothing earlier in the listing touches A. bank-call-targets.csv records an `lcall` at 0x9F6B into this address, and 9D9B.asm shows it as a real instruction with `mov DPTR,#0xa47` and `mov A,#0x3` in the two bytes before it. The run back to the `ret` at 0xBC7A is the one-instruction entry at 0xBC7B, which loads DPTR with 0xa47 and falls in without setting A, so the destination is the same on both paths. What the 0x086C read that follows decides, through the carry, is not decoded here.",ec/decompiled/bank0/BC7E.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBCB6,param_1,value_a,param,"The `movx @DPTR,A` at 0xBCB6 writes the accumulator this entry was reached with, and nothing before it in the listing touches A. bank-call-targets.csv records an `lcall` at 0x802B into this address, and 8026.asm shows it as a real instruction two bytes after `mov A,#0x80`, so a caller reaches it directly. The run back to the `ret` at 0xBCB0 is `mov DPTR,#0x8e1` at 0xBCB1 and `mov A,#0x6` at 0xBCB4, so a fall-through arrives with A = 0x06. The destination is the caller's DPTR, which this listing never loads; the listing then writes 0x00 to 0x08E0 and returns.",ec/decompiled/bank0/BCB6.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBD20,param_1,value_a,param,"The `movx @DPTR,A` at 0xBD23 writes the accumulator this entry was reached with, the first use of A in the listing. bank-call-targets.csv records `lcall`s at 0x9A7F, 0x9A95 and 0x9C25 into this address, all real instructions in the export, and the preceding entry 0xBD12 ends in `ret` at 0xBD1F, so no fall-through path arrives with A set. The destination is the 0x044B this listing loads. What the 0x08E2 byte the listing returns in A is not decoded here.",ec/decompiled/bank0/BD20.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBD7F,param_1,value_a,param,"The `movx @DPTR,A` at 0xBD7F writes the accumulator this entry was reached with, and the two-instruction entry before it at 0xBD79 ends in `ljmp 0x7110`, so nothing falls in from there. bank-call-targets.csv records `lcall`s at 0xA269 and 0xA28F into this address, both real instructions in A1C8.asm, and each site loads DPTR and A in the instructions ahead of the call. The destination is the caller's DPTR, which this listing never loads. The tail target 0x7110 is not decoded here.",ec/decompiled/bank0/BD7F.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBE21,param_1,value_a,param,"The `movx @DPTR,A` at 0xBE24 writes the accumulator this entry was reached with, and the listing stores the same A again at 0xBE28 without touching it in between. bank-call-targets.csv records `lcall`s at 0xA4DB and 0xA616, and the image confirms both as real instructions: the first in A4D6.asm, preceded by `clr A` at 0xA4D6, `mov DPTR,#0x1803` at 0xA4D7 and `movx @DPTR,A` at 0xA4DA, the last two writing DPTR and XDATA rather than A; the second preceded by `clr A` at 0xA615. The run back to the `ret` at 0xBE20 is this entry alone. The two destinations, 0x1805 and 0x1808, are loaded here.",ec/decompiled/bank0/BE21.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBE73,param_1,value_a,param,"The `movx @DPTR,A` at 0xBE76 writes the accumulator this entry was reached with; the listing then clears A and stores 0x00 at 0x0A48. bank-call-targets.csv records `lcall`s at 0x92A2 and 0x92AB, and the image confirms both as real instructions, each with A loaded immediately before: `mov A,#0x10` at 0x92A0, and `mov A,#0x0d` at 0x92A9 in the other arm of the same block, which no exported listing covers. The run back to the `ret` at 0xBE72 is this entry alone, so no fall-through path arrives with A set. Whether 0x0A47 and 0x0A48 are one 16-bit value is not established by these instructions.",ec/decompiled/bank0/BE73.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xBEBE,param_1,divisor_r5,artifact,"`mov B,R5` at 0xBEC2 is the only use of R5, and `div AB` then divides the byte at XDATA 0x070A by it, leaving the remainder in B for the `mov A,B` that returns it. The decompiler also emits an `if (param_1 != 0)` guard and no instruction tests R5 -- `div AB` with B clear is undefined on this part -- so that guard corresponds to nothing in the listing.",ec/decompiled/bank0/BEBE.asm,hand-decoded
bank0,0xC4F0,param_1,entry_dptr,artifact,"`mov A,#0x40` then `movx @DPTR,A` with no DPTR load before it, so the byte written is at the address the caller left. The decompiler renders it as a pointer parameter; the caller-supplied value is not established here.",ec/decompiled/bank0/C4F0.asm,hand-decoded
bank0,0xD2CB,param_1,value_a,param,"The `movx @DPTR,A` at 0xD2CE writes the accumulator this entry was reached with, the first use of A in the listing. bank-call-targets.csv records `lcall`s at 0xD17F and 0xD19D, and the image confirms both as real instructions: the first in D091.asm, immediately after an XDATA read into A, and the second after `clr A` at 0xD198, `mov DPTR,#0x1c04` at 0xD199 and a store at 0xD19C, of which only the `clr A` writes A. The run back to the `ret` at 0xD2CA is this entry alone. The destination 0x1C05 is loaded here; the listing ends on a DPTR load the next entry uses, not on a second store.",ec/decompiled/bank0/D2CB.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xD2DA,param_1,value_a,param,"The `movx @DPTR,A` at 0xD2DD writes the accumulator this entry was reached with, and the two stores after it read 0x0862 and 0x0865 into A without disturbing it. bank-call-targets.csv records `lcall`s at 0xD184 and 0xD1A2, and the image confirms both as real instructions, the second after `orl A,#0x01` at 0xD1A0 in a stretch of 0xD091's block that no exported listing covers. The run back to the `ret` at 0xD2D9 is this entry alone, so no fall-through path arrives with A set. The three destinations are loaded by this listing; what reads them is not decoded here.",ec/decompiled/bank0/D2DA.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xD2EF,param_1,value_a,param,"The `movx @DPTR,A` at 0xD2F2 writes the accumulator this entry was reached with, and nothing in the listing sets A first. The run back to the `ret` at 0xD2EE is this entry alone, so no fall-through path arrives with A set either. bank-call-targets.csv records two `lcall`s, at 0xD1D8 and 0xD200, and the image confirms both as real instructions in a stretch of 0xD091's block that no exported listing covers; the first follows `anl A,#0xfe` at 0xD1D6 and the second `orl A,#0x01` at 0xD1FE, so each of those callers does leave a value in A. What that value is upstream is not decoded here.",ec/decompiled/bank0/D2EF.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xD304,param_1,value_a,param,"The `movx @DPTR,A` at 0xD307 writes the accumulator this entry was reached with, and the two stores after it read 0x0862 and 0x0865 into A without disturbing it. bank-call-targets.csv records `lcall`s at 0xD239 and 0xD25F, and the image confirms both as real instructions, the second after `orl A,#0x01` at 0xD25D in a stretch of 0xD236's block that no exported listing covers. The run back to the `ret` at 0xD303 is this entry alone, so no fall-through path arrives with A set. The three destinations are loaded by this listing; what reads them is not decoded here.",ec/decompiled/bank0/D304.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xD6C0,param_1,a1_from_d6be,artifact,"The `movx @DPTR,A` at 0xD6C0 writes the 0x01 that `mov A,#0x1` at 0xD6BE loaded immediately before it, so the value is the preceding instruction's and not anything that arrived in A. That instruction is the last of the entry at 0xD673, which has no ret before 0xD6C0, so on the path the image shows this listing is a fragment of the same block and not a separate entry point; the entry point it belongs to is 0xD673. bank-call-targets.csv records no call or jump into this address, and the store completes a 0x01 write to 0x1F06 that the DPTR load at 0xD6BB set up. What reads 0x1F06 and 0x1F07 is not decoded here.",ec/decompiled/bank0/D6C0.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xD6EA,param_1,value_a,param,"The `movx @DPTR,A` at 0xD6EA writes the accumulator this entry was reached with, and nothing in the listing sets A first. bank-call-targets.csv records `lcall`s at 0xD5B5 and 0xD694 into this address, both real instructions, the second two bytes after `mov A,#0x5a`, and the preceding entry 0xD6DF ends in `ret` at 0xD6E9, so no fall-through path arrives with A set. The destination is the caller's DPTR, which this listing never loads. The listing has no ret of its own: it clears A, loads DPTR with 0x1F06 and falls into 0xD6EF, which stores that zero.",ec/decompiled/bank0/D6EA.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xD6EF,param_1,a0_from_d6eb,artifact,"The `movx @DPTR,A` at 0xD6EF writes the 0x00 that `clr A` at 0xD6EB loaded two instructions earlier, so the value is the preceding block's and not anything that arrived in A. 0xD6EA has no ret and falls in here, so this listing is a fragment of the same block and not a separate entry point; the entry point it belongs to is 0xD6EA. bank-call-targets.csv records no call or jump into this address. The store completes the 0x1F06 write 0xD6EA set up, and the listing then loads DPTR with 0x1F09 and returns, leaving it for the caller.",ec/decompiled/bank0/D6EF.asm; ec/annotations/bank-call-targets.csv,hand-decoded
bank0,0xD9DC,param_1,r7_from_c1e7,return,"`lcall 0xC1E7` at 0xD9E7 is followed by `mov A,R7` at 0xD9EA, so this is the callee's return value and not an argument passed in. The callee is bank0's `test_1664_bit0` (ec/decompiled/bank0/C1E7.asm): it reads XDATA 0x1664 and leaves R7 = 1 when bit 0 is set and R7 = 0 when it is clear, so this row is a test of bit 0 of 0x1664. The value is a selector rather than a flag consumed here -- `jz 0xD9F2` sends a zero to the read of XDATA 0x0827 and a non-zero to the read of 0x0825, and the byte read is then stored to 0x0826. This is bank0's 0xC1E7; bank1's 0xC1E7 is a different routine in a different program (ec/decompiled/bank1/C1E7.asm) and does not stand in for it.",ec/decompiled/bank0/D9DC.asm,hand-decoded
